id,formation_energy_ev_natom,bandgap_energy_ev
1,0.211562305689,1.72441315651
2,0.0791976153851,4.13760995865
3,0.146212399006,3.4295539856
4,0.0452460050583,3.1733982563
5,0.120309524238,1.67935049534
6,0.0727706104517,4.76290941238
7,0.0828391909599,3.15721821785
8,0.134475901723,2.17874407768
9,0.0871409848332,2.81961607933
10,0.264737844467,3.07947969437
11,0.196414619684,1.92282342911
12,0.11565310508,2.65665149689
13,0.323995023966,1.06856715679
14,0.146255731583,1.96016085148
15,0.0847336798906,1.01314091682
16,0.250546574593,3.40105104446
17,0.200641646981,1.83167362213
18,0.21246239543,2.40670704842
19,0.386851489544,1.25450563431
20,0.188546866179,1.46805429459
21,0.0494531095028,1.91546607018
22,0.140166819096,3.0997300148
23,0.174777716398,1.74679207802
24,0.156607151031,3.35653305054
25,0.0437514409423,2.64478206635
26,0.120951890945,0.995142281055
27,0.263565808535,1.47212743759
28,0.209044992924,1.92381250858
29,0.114823311567,1.2310949564
30,0.229650452733,1.92127025127
31,0.23987339437,1.2041476965
32,0.137182638049,2.00261092186
33,0.159811079502,1.37505435944
34,0.185741573572,1.82557010651
35,0.0790769010782,0.970958590508
36,0.185863658786,0.855265498161
37,0.140644088387,3.60804462433
38,0.146844059229,1.48546147346
39,0.264554142952,2.15073442459
40,0.112890563905,3.51282691956
41,0.0833563655615,3.94182777405
42,0.138499587774,3.49702692032
43,0.0833563655615,3.94182777405
44,0.188941121101,1.45459198952
45,0.332883656025,0.567166447639
46,0.0520880371332,3.99634194374
47,0.199749529362,1.90481519699
48,0.257701158524,1.90330004692
49,0.237405270338,3.39719104767
50,0.119886867702,1.26527094841
51,0.125840380788,2.12950873375
52,0.11776329577,1.64244306087
53,0.244310960174,1.70103824139
54,0.258873283863,2.76631593704
55,0.151744604111,2.66174840927
56,0.233227610588,0.503401994705
57,0.206021130085,2.34998202324
58,0.276509314775,2.54144334793
59,0.193364918232,1.06717216969
60,0.151744097471,2.83616781235
61,0.238784000278,0.463000267744
62,0.187433674932,1.68164789677
63,0.339791417122,1.78254818916
64,0.24009642005,3.24619889259
65,0.350819319487,1.03079044819
66,0.0911417528987,2.70467925072
67,0.0828391909599,3.15721821785
68,0.21498529613,2.27328324318
69,0.239032968879,3.32249593735
70,0.298907011747,1.67112720013
71,0.0883628278971,2.65902328491
72,0.106018103659,3.19801187515
73,0.0340031348169,2.44553875923
74,0.0957249253988,1.95909357071
75,0.28184518218,1.73892021179
76,0.281319200993,2.95371389389
77,0.354712635279,1.07401812077
78,0.247598394752,2.40443706512
79,0.169695705175,2.60239458084
80,0.263827770948,1.29729962349
81,0.112890563905,3.51282691956
82,0.0828889980912,3.41232728958
83,0.2330262959,1.09794557095
84,0.0878944024444,1.06020259857
85,0.112890563905,3.51282691956
86,0.17568513751,3.22286248207
87,0.0592839568853,3.50293970108
88,0.041928883642,2.87547159195
89,0.102503873408,4.19043016434
